"X","Y","theft","hour"
-122.403404791479,37.775420706711,"TRUE",12
-122.407633520742,37.7841893501425,"FALSE",17
-122.396421943768,37.7941447423704,"TRUE",23
-122.429937244308,37.7255166945685,"TRUE",15
-122.406324313914,37.7536322498822,"FALSE",16
-122.419208249507,37.7602340753605,"TRUE",18
-122.416389710283,37.7652491154383,"TRUE",12
-122.4453467866,37.7702081959172,"FALSE",9
-122.419025267752,37.7576134671742,"FALSE",10
-122.394102624525,37.7763827130285,"TRUE",10
-122.437654958522,37.8021328314111,"TRUE",19
-122.388723051056,37.7317262860764,"FALSE",23
-122.495112170742,37.7431135950577,"FALSE",10
-122.415937762031,37.7921322486354,"TRUE",0
-122.416075285051,37.7844496612791,"FALSE",22
-122.41072162587,37.7870966495663,"TRUE",9
-122.405204446811,37.7194547844062,"FALSE",14
-122.403404791479,37.775420706711,"FALSE",10
-122.412515341356,37.7804777480508,"TRUE",21
-122.385879189053,37.7202869779119,"FALSE",4
-122.425612696857,37.7566300286961,"FALSE",14
-122.403404791479,37.775420706711,"FALSE",10
-122.458099009839,37.7868270654282,"TRUE",8
-122.405025778458,37.792508340252,"FALSE",8
-122.403404791479,37.775420706711,"FALSE",8
-122.41967661615,37.7658510977435,"FALSE",16
-122.397816589532,37.7846680653938,"TRUE",22
-122.436214426984,37.7713171841003,"FALSE",8
-122.422472490035,37.8035693593612,"FALSE",21
-122.508332775633,37.7631120134877,"TRUE",20
-122.430791511808,37.7864562307955,"TRUE",15
-122.405895369887,37.7867342184983,"TRUE",20
-122.434906576836,37.7695253622319,"FALSE",17
-122.416235852379,37.7849125738476,"FALSE",12
-122.493041235607,37.7749563681874,"FALSE",19
-122.4137314616,37.7895283021198,"FALSE",8
-122.405832474482,37.7857446545609,"TRUE",10
-122.408136108062,37.8078603496682,"TRUE",14
-122.408409013388,37.7115253334056,"FALSE",14
-122.42618271416,37.7420631463485,"FALSE",0
-122.417357825425,37.8032938546353,"FALSE",14
-122.46378361575,37.758535617262,"TRUE",21
-122.48560378101,37.7388214326705,"FALSE",20
-122.405254463024,37.7892525040522,"FALSE",10
-122.452289660492,37.7256933575703,"TRUE",17
-122.483985929775,37.7309911833086,"FALSE",9
-122.416583456133,37.7786591541508,"TRUE",19
-122.417044292614,37.7895952774322,"TRUE",15
-122.425956929318,37.7618086789362,"FALSE",2
-122.414743835382,37.778719262789,"TRUE",11
-122.392949213939,37.7812347672112,"TRUE",17
-122.409770376757,37.7591952167406,"TRUE",22
-122.452300379153,37.731623796098,"TRUE",17
-122.403404791479,37.775420706711,"TRUE",23
-122.441275381343,37.7750363632073,"FALSE",14
-122.422672192368,37.7439432704307,"TRUE",19
-122.505162046753,37.7416851422034,"TRUE",22
-122.448307079193,37.7356506398948,"FALSE",6
-122.403404791479,37.775420706711,"TRUE",0
-122.445710421174,37.7788462167992,"TRUE",16
-122.426153349478,37.7606186794333,"TRUE",9
-122.401692292616,37.7865888590763,"FALSE",13
-122.407633520742,37.7841893501425,"TRUE",18
-122.436408091724,37.7890107080695,"TRUE",18
-122.441593882929,37.7630134642528,"TRUE",14
-122.405863212632,37.7980228452184,"FALSE",2
-122.411926028556,37.8015780997553,"TRUE",11
-122.409529913278,37.7657184395282,"TRUE",17
-122.404509174269,37.7347084650109,"FALSE",6
-122.423031175088,37.7854818747419,"TRUE",20
-122.417049219581,37.749105712516,"FALSE",15
-122.400194768944,37.7900527936016,"TRUE",18
-122.412715991184,37.7932211171428,"TRUE",11
-122.399841045579,37.7756327864282,"TRUE",19
-122.421380986073,37.7589148884581,"FALSE",10
-122.407398959607,37.7997037899962,"FALSE",15
-122.409373489901,37.8013694186977,"FALSE",3
-122.415861589966,37.7539458833911,"FALSE",18
-122.390531404145,37.7806070798477,"FALSE",0
-122.504622894323,37.740814746452,"FALSE",16
-122.41072162587,37.7870966495663,"TRUE",23
-122.445993010529,37.7829798694685,"FALSE",11
-122.452289660492,37.7256933575703,"TRUE",16
-122.390153938499,37.7353744438504,"FALSE",16
-122.411987643595,37.7850226622786,"FALSE",3
-122.418045452768,37.7775118895695,"TRUE",15
-122.433668534709,37.787708547267,"TRUE",15
-122.41954956879,37.7849590112399,"TRUE",23
-122.403404791479,37.775420706711,"FALSE",16
-122.418137290509,37.7490413093679,"FALSE",23
-122.417672923626,37.7881242734432,"FALSE",10
-122.394722845179,37.72475609595,"TRUE",23
-122.403404791479,37.775420706711,"TRUE",12
-122.410621215516,37.7469411468917,"FALSE",20
-122.438995539797,37.7980855732017,"TRUE",22
-122.406841835314,37.7758712904252,"TRUE",22
-122.435014580094,37.7820978317164,"FALSE",8
-122.455615861538,37.7238590120011,"FALSE",2
-122.41965834371,37.7642205603745,"FALSE",15
-122.414635954342,37.806501229113,"FALSE",14
-122.423682814338,37.7962046209564,"TRUE",6
-122.451803697804,37.7731546446862,"FALSE",8
-122.390976572154,37.7900712300699,"TRUE",16
-122.435575820196,37.784892281882,"FALSE",12
-122.423732220508,37.7806111466558,"TRUE",18
-122.418596727467,37.7538382048546,"TRUE",21
-122.468105304613,37.7109639146394,"TRUE",21
-122.409184636157,37.7756080205266,"FALSE",0
-122.457880482294,37.7436822164582,"TRUE",6
-122.402027706948,37.7862483456629,"TRUE",9
-122.414056291891,37.7827931071006,"FALSE",13
-122.441686062166,37.7154728757373,"FALSE",1
-122.406351834294,37.7860311576362,"TRUE",11
-122.510225749052,37.7672442209616,"TRUE",12
-122.416268632715,37.7523735149599,"FALSE",8
-122.437850882558,37.7837174333803,"TRUE",7
-122.408866413474,37.7697367127388,"TRUE",21
-122.414269361877,37.7842081124308,"FALSE",20
-122.419671780296,37.7650501214668,"FALSE",18
-122.41742986085,37.7785349354394,"TRUE",22
-122.413893155951,37.782346520673,"FALSE",9
-122.42168514592,37.7784891177293,"TRUE",0
-122.399676631547,37.7598756642812,"TRUE",9
-122.411468903052,37.7795579712601,"FALSE",12
-122.412594354828,37.7481660056223,"FALSE",17
-122.41720963943,37.7900459017168,"TRUE",9
-122.416607695115,37.7791387543353,"TRUE",14
-122.416607695115,37.7791387543353,"FALSE",10
-122.404904447841,37.7946478828923,"FALSE",13
-122.403404791479,37.775420706711,"FALSE",10
-122.420339299182,37.7805648255268,"TRUE",11
-122.407695601664,37.7793169815841,"FALSE",11
-122.439895352954,37.7847777703892,"TRUE",12
-122.406520987144,37.7850629421661,"TRUE",14
-122.398341686223,37.7841714378594,"TRUE",18
-122.407413025963,37.7874074125228,"TRUE",15
-122.417530696987,37.783310753974,"FALSE",13
-122.436071833387,37.7996224230809,"TRUE",0
-122.429327352496,37.7595684935875,"TRUE",21
-122.422045943555,37.766538719604,"FALSE",8
-122.467293908388,37.7360115927989,"TRUE",1
-122.422388599852,37.7648319521443,"TRUE",0
-122.413893155951,37.782346520673,"FALSE",17
-122.434589026849,37.7447587924487,"TRUE",18
-122.449484496545,37.7878154692822,"FALSE",18
-122.452289660492,37.7256933575703,"TRUE",10
-122.409845783196,37.7752407085662,"TRUE",23
-122.400353951468,37.7947915942363,"TRUE",10
-122.403404791479,37.775420706711,"FALSE",9
-122.453068348596,37.7645048381303,"TRUE",22
-122.420010175617,37.770109929822,"TRUE",19
-122.418229899721,37.7784895366813,"FALSE",21
-122.429306728376,37.7307429169559,"FALSE",21
-122.411356634079,37.7747632385271,"TRUE",17
-122.39821721889,37.793486649905,"FALSE",15
-122.382425286055,37.7350385061864,"FALSE",9
-122.408921150649,37.7130302203836,"TRUE",12
-122.403404791479,37.775420706711,"FALSE",14
-122.411979487501,37.7809039696529,"TRUE",14
-122.403030543289,37.7870232709481,"TRUE",11
-122.407612885387,37.7884486019705,"TRUE",18
-122.452728322759,37.7693241293319,"TRUE",10
-122.407532192495,37.7781942181426,"FALSE",19
-122.43028553713,37.8004551160034,"FALSE",21
-122.43228248925,37.7728293793069,"TRUE",21
-122.407538332319,37.7657827544276,"FALSE",22
-122.428096303159,37.797973756334,"TRUE",16
-122.388333561781,37.7870493450273,"FALSE",17
-122.397483723115,37.7631493629204,"FALSE",20
-122.435563016294,37.760801062884,"TRUE",21
-122.382192583973,37.7298874272325,"FALSE",19
-122.407845374111,37.7850943210103,"FALSE",20
-122.394786319684,37.7888662540773,"FALSE",9
-122.41903911933,37.7907880214451,"TRUE",22
-122.429159883658,37.7690612353533,"FALSE",12
-122.407999186749,37.7778241673064,"FALSE",18
-122.40864873517,37.7773110274033,"TRUE",16
-122.420084075242,37.7083109744591,"FALSE",22
-122.396973279071,37.7840808105217,"TRUE",21
-122.389865610332,37.7371699446203,"FALSE",9
-122.411580507788,37.7590834645679,"TRUE",23
-122.493403241013,37.7357663349494,"FALSE",22
-122.423477689614,37.7880511870399,"FALSE",1
-122.426832741986,37.7792584744352,"TRUE",17
-122.41965834371,37.7642205603745,"FALSE",10
-122.407633520742,37.7841893501425,"TRUE",9
-122.437262577518,37.7808016285055,"TRUE",18
-122.410817751206,37.7558599031957,"FALSE",0
-122.438557871099,37.7868585831259,"FALSE",9
-122.421644478447,37.7429970144076,"TRUE",21
-122.413259498719,37.7829514828801,"FALSE",17
-122.409529913278,37.7657184395282,"FALSE",17
-122.425247698124,37.725787458004,"FALSE",3
-122.475647460786,37.7285280627465,"TRUE",18
-122.44236969444,37.7609713184553,"TRUE",20
-122.408953598279,37.783287873572,"FALSE",9
-122.405086788365,37.7259151343869,"FALSE",17
-122.392361368523,37.7324903419947,"TRUE",22
-122.483450797581,37.7539879658749,"FALSE",16
-122.432116233695,37.7800304351156,"FALSE",2
-122.495723231894,37.775733231644,"FALSE",2
-122.407004255241,37.770049109612,"TRUE",17
-122.407612885387,37.7884486019705,"FALSE",16
-122.398623347456,37.7912863462309,"TRUE",17
-122.417295322526,37.7862578545865,"FALSE",6
-122.42377164009,37.7768378928452,"FALSE",19
-122.393974926568,37.719609926644,"FALSE",11
-122.397619323085,37.740664937712,"TRUE",10
-122.39914290201,37.766289152992,"TRUE",19
-122.475647460786,37.7285280627465,"TRUE",16
-122.405929967992,37.7443037982713,"TRUE",9
-122.411141948108,37.785073619727,"FALSE",1
-122.423732220508,37.7806111466558,"TRUE",18
-122.513642064265,37.7784692199467,"TRUE",16
-122.4468133453,37.7877237373189,"FALSE",18
-122.408350596699,37.7692499450908,"TRUE",23
-122.479670253705,37.7166007650416,"TRUE",19
-122.424896829226,37.7235815692107,"FALSE",15
-122.407163046954,37.7797376338991,"FALSE",1
-122.400302421513,37.7777992290419,"TRUE",23
-122.424295761873,37.7558926486007,"TRUE",15
-122.422481808427,37.7747945946049,"TRUE",18
-122.389103780329,37.7281629319258,"FALSE",18
-122.423026860491,37.7337262788382,"FALSE",22
-122.46511574362,37.7612691290396,"TRUE",19
-122.436340530766,37.7970363963693,"TRUE",12
-122.419641420436,37.78543273137,"TRUE",23
-122.421441956086,37.7868516471087,"TRUE",12
-122.389113595272,37.7857281880557,"TRUE",21
-122.485411223996,37.7683535087843,"FALSE",21
-122.416818891994,37.7769362014881,"TRUE",16
-122.499623202663,37.763494581152,"TRUE",2
-122.464048583692,37.7851164846517,"FALSE",21
-122.431571409363,37.7693057403579,"FALSE",17
-122.441393701114,37.7717273141771,"FALSE",19
-122.407693108529,37.7801630691196,"FALSE",17
-122.41313563097,37.7533494192093,"FALSE",12
-122.403359514965,37.7416571720538,"FALSE",11
-122.408437135288,37.7819543949998,"TRUE",17
-122.426455452526,37.777388494941,"TRUE",8
-122.466204667893,37.7725405391593,"TRUE",10
-122.476112101091,37.734780118103,"TRUE",11
-122.428818526724,37.7808642652455,"FALSE",20
-122.435012093789,37.7617677182954,"FALSE",19
-122.443007770702,37.7147658955952,"FALSE",17
-122.431957685196,37.7649357189679,"FALSE",21
-122.416629414907,37.8080574789267,"TRUE",10
-122.441127720985,37.7829743103063,"TRUE",14
-122.36493749408,37.8102044406285,"TRUE",8
-122.431206932079,37.7845681170336,"TRUE",14
-122.412320907436,37.7807642254398,"FALSE",19
-122.408384275542,37.7878271137225,"TRUE",20
-122.448734990946,37.7795152244005,"FALSE",7
-122.480911501802,37.7218365399542,"TRUE",9
-122.403434086745,37.78764305018,"TRUE",15
-122.390234287293,37.7894032659904,"TRUE",22
-122.413609328985,37.784696907904,"FALSE",9
-122.409614596783,37.7899992253577,"TRUE",11
-122.407545855938,37.7844011794631,"FALSE",1
-122.417170993889,37.7824540249462,"FALSE",12
-122.442162951392,37.7711045223713,"TRUE",18
-122.410939205552,37.7792122590085,"TRUE",18
-122.490686792246,37.7433088046141,"FALSE",18
-122.461683159559,37.7251897236748,"TRUE",15
-122.432951589917,37.8050520228881,"FALSE",12
-122.424036887526,37.7627513875316,"TRUE",0
-122.466204667893,37.7725405391593,"FALSE",16
-122.435002864298,37.7608878061194,"FALSE",1
-122.420379009339,37.7894014789877,"TRUE",10
-122.399875723567,37.7987292250553,"TRUE",17
-122.484731728932,37.780091707804,"TRUE",16
-122.439784371506,37.7159411510558,"FALSE",15
-122.430462821161,37.7718667121551,"TRUE",4
-122.397744427103,37.7299346936044,"FALSE",14
-122.430600096373,37.7855207172313,"FALSE",2
-122.379308975095,37.737235090406,"FALSE",2
-122.414056291898,37.7827931070777,"FALSE",14
-122.432951589917,37.8050520228881,"TRUE",21
-122.427991151911,37.7849531241612,"TRUE",19
-122.432951589917,37.8050520228881,"FALSE",15
-122.409529913278,37.7657184395282,"TRUE",8
-122.410962664763,37.7526849196185,"TRUE",15
-122.480452050119,37.7802790505664,"TRUE",19
-122.46730776509,37.72259746372,"TRUE",17
-122.413237516676,37.7828430233213,"TRUE",8
-122.412436901867,37.7834857455601,"FALSE",8
-122.446607214924,37.7207231269114,"TRUE",15
-122.4039407276,37.7843007072344,"FALSE",19
-122.414056291891,37.7827931071006,"FALSE",17
-122.41431222924,37.7798339183587,"FALSE",14
-122.442087307151,37.7311557920709,"FALSE",18
-122.412463308942,37.7916282843839,"FALSE",16
-122.413170698459,37.7726163177752,"TRUE",0
-122.407373403663,37.7625427442328,"FALSE",12
-122.388280875001,37.763131942302,"TRUE",1
-122.415000536786,37.7620990020681,"TRUE",1
-122.418503408915,37.7586106526706,"FALSE",12
-122.419671780296,37.7650501214668,"FALSE",5
-122.403390364804,37.780265577696,"TRUE",23
-122.491300789427,37.7807392349426,"FALSE",7
-122.400786556677,37.7957799877147,"FALSE",22
-122.43294024481,37.7718450016424,"TRUE",22
-122.42248018581,37.7467657463679,"FALSE",12
-122.402070243227,37.7887198688133,"TRUE",9
-122.399665928131,37.7649567150706,"TRUE",20
-122.408269031453,37.7853831105797,"TRUE",17
-122.424037711739,37.7550652480152,"FALSE",14
-122.417761976795,37.7928030545176,"TRUE",8
-122.408622974328,37.7976265594379,"FALSE",1
-122.421763077616,37.7425731935185,"TRUE",15
-122.464399080209,37.7142937891548,"FALSE",8
-122.396854743097,37.7383701754053,"TRUE",12
-122.408913229808,37.7812116507663,"FALSE",2
-122.403404791479,37.775420706711,"TRUE",21
-122.42166371444,37.7870754039701,"TRUE",10
-122.484126207276,37.7352741998848,"FALSE",22
-122.410436716211,37.7899498165885,"TRUE",16
-122.419052694349,37.7586324051562,"TRUE",18
-122.390971734551,37.7340152180723,"TRUE",10
-122.429556003901,37.7760439875982,"TRUE",12
-122.432590077491,37.7784710168336,"FALSE",14
-122.413189430011,37.7712736913576,"TRUE",0
-122.431046366089,37.7830295716044,"FALSE",14
-122.45376944585,37.7882261329295,"FALSE",2
-122.406539115148,37.7564864109309,"FALSE",14
-122.466294804656,37.740214312179,"FALSE",17
-122.45094200094,37.7866690360365,"TRUE",16
-122.392627218053,37.7316182572491,"FALSE",8
-122.3982226939,37.7720161231813,"TRUE",18
-122.41920245941,37.7650244301204,"TRUE",9
-122.403404791479,37.775420706711,"TRUE",10
-122.411850895673,37.7730642234877,"FALSE",3
-122.480468058614,37.7653051340782,"TRUE",17
-122.414743835382,37.778719262789,"FALSE",10
-122.409365257601,37.7929722824235,"TRUE",22
-122.406539115148,37.7564864109309,"FALSE",10
-122.481305019184,37.7474613181905,"FALSE",10
-122.415885065788,37.7835160564153,"FALSE",23
-122.437262577518,37.7808016285055,"TRUE",2
-122.406958660609,37.7894347629811,"TRUE",9
-122.419950057632,37.7865904778229,"FALSE",8
-122.404799424951,37.7944525389481,"TRUE",15
-122.419671780296,37.7650501214668,"FALSE",13
-122.404704106684,37.7106004862127,"FALSE",22
-122.437044118312,37.7599465464508,"TRUE",23
-122.432951132171,37.7626190753451,"FALSE",22
-122.426473957204,37.798291291684,"TRUE",16
-122.407545855931,37.784401179486,"FALSE",13
-122.432282489277,37.7728293793018,"TRUE",10
-122.415744681638,37.7260211735388,"FALSE",20
-122.403070438719,37.7939891170028,"FALSE",14
-122.403404791479,37.775420706711,"FALSE",23
-122.419671780296,37.7650501214668,"TRUE",17
-122.436366237421,37.7576438389817,"FALSE",2
-122.488954165766,37.7371051001381,"TRUE",8
-122.430888416027,37.7418338751442,"TRUE",20
-122.497242493708,37.7513958957007,"FALSE",17
-122.446725614256,37.802351945833,"TRUE",19
-122.492925040569,37.7817063075528,"TRUE",19
-122.509895418239,37.7723131976814,"TRUE",8
-122.382852175823,37.7256943991515,"FALSE",17
-122.43030175624,37.7590383567616,"TRUE",22
-122.421886357989,37.7649178909469,"TRUE",23
-122.407845374111,37.7850943210103,"TRUE",19
-122.426955631709,37.769247063207,"FALSE",14
-122.417368206741,37.7905094151595,"TRUE",21
-122.407877787733,37.7859680076775,"TRUE",16
-122.401406068858,37.8006975303907,"TRUE",18
-122.403404791479,37.775420706711,"TRUE",22
-122.420747467177,37.8075877427735,"TRUE",11
-122.451555660298,37.7628733365281,"FALSE",22
-122.419671780296,37.7650501214668,"FALSE",1
-122.41029351969,37.7822305870036,"TRUE",22
-122.462802379409,37.7763356090895,"FALSE",14
-122.41796448376,37.7586968166489,"FALSE",1
-122.405118197249,37.7746534767072,"FALSE",21
-122.417028392106,37.7603656931573,"FALSE",23
-122.421572274158,37.7866181600769,"FALSE",9
-122.418596727459,37.7538382048501,"FALSE",20
-122.416075285051,37.7844496612791,"FALSE",12
-122.409097425845,37.7100309962416,"FALSE",11
-122.411271940537,37.7760329501244,"FALSE",18
-122.41533612902,37.7854364798696,"FALSE",1
-122.43403618214,37.7632941952462,"TRUE",23
-122.390234287293,37.7894032659904,"FALSE",8
-122.403070000847,37.7852686309087,"TRUE",13
-122.434667339397,37.7385293391374,"TRUE",12
-122.430738595599,37.7902509169954,"TRUE",21
-122.411841678678,37.7710562179771,"TRUE",2
-122.403404791479,37.775420706711,"FALSE",21
-122.410065781611,37.7749906792363,"TRUE",17
-122.447125045686,37.7210305914202,"FALSE",14
-122.413706517535,37.7814229318029,"FALSE",12
-122.458220811697,37.7633123961354,"FALSE",16
-122.410768766343,37.7832145190013,"FALSE",1
-122.453385137523,37.7778271201144,"FALSE",0
-122.494011515786,37.7581224296721,"FALSE",13
-122.407244087032,37.7865647607685,"FALSE",17
-122.396829271959,37.7767640297712,"FALSE",13
-122.414874217149,37.7452831368329,"TRUE",17
-122.4208910342,37.7120920675614,"FALSE",17
-122.480450749459,37.7190118676786,"TRUE",8
-122.416293820935,37.777493677735,"TRUE",16
-122.415885065788,37.7835160564153,"TRUE",19
-122.414370627495,37.7740418385041,"TRUE",22
-122.432777096523,37.7144378367352,"FALSE",23
-122.412150200427,37.722063779678,"FALSE",8
-122.418467747931,37.7879652569797,"FALSE",23
-122.406958660602,37.789434763004,"TRUE",19
-122.412997488068,37.7525722462226,"FALSE",2
-122.432914603494,37.7843533426568,"TRUE",11
-122.414845139214,37.7605000726041,"FALSE",18
-122.403404791479,37.775420706711,"TRUE",17
-122.397713226445,37.7774696662398,"TRUE",13
-122.432951132171,37.7626190753451,"FALSE",20
-122.390697630683,37.7347969947349,"FALSE",3
-122.406345654667,37.7523483654161,"FALSE",15
-122.432458748598,37.7945229506481,"TRUE",17
-122.415642487855,37.7788323158792,"FALSE",6
-122.455200576563,37.7227777754063,"FALSE",16
-122.431184487125,37.7882074521757,"TRUE",23
-122.426158657654,37.7926332287606,"TRUE",21
-122.428001663491,37.7853854130222,"TRUE",21
-122.490753532736,37.7741419017842,"TRUE",20
-122.446746271794,37.7690753300241,"FALSE",22
-122.396934740624,37.7877468463797,"TRUE",9
-122.382353196281,37.7344311999662,"TRUE",18
-122.407633520742,37.7841893501425,"TRUE",16
-122.451778890267,37.7769790928376,"TRUE",20
-122.395515565883,37.751282877759,"FALSE",14
-122.41844919178,37.7530267515876,"FALSE",23
-122.458990143467,37.7161892601946,"FALSE",15
-122.473554862957,37.7824762444503,"TRUE",17
-122.410827431438,37.7597588483627,"TRUE",14
-122.396661415271,37.7730956120037,"FALSE",5
-122.408201657254,37.7868849113107,"TRUE",22
-122.419470488515,37.7622701739914,"FALSE",0
-122.41965834371,37.7642205603745,"FALSE",17
-122.407844136792,37.7767462195389,"TRUE",20
-122.417970141118,37.8022023203709,"TRUE",21
-122.39917586354,37.7922774162948,"FALSE",11
-122.436863236818,37.7791795085094,"TRUE",21
-122.412970537591,37.7857883766888,"TRUE",23
-122.414537831177,37.7769732800808,"FALSE",12
-122.49143540263,37.7826376423295,"TRUE",10
-122.409795194505,37.7800356268394,"FALSE",17
-122.408068345148,37.7839916768161,"TRUE",13
-122.478195467399,37.7686746439767,"TRUE",14
-122.437743631662,37.7607793481,"FALSE",7
-122.426998696498,37.7464934734003,"TRUE",15
-122.435002864298,37.7608878061194,"FALSE",12
-122.410509258795,37.7860432222992,"TRUE",14
-122.418748733523,37.7554371875097,"TRUE",8
-122.433068689791,37.7847514954484,"TRUE",20
-122.413918209243,37.7904619656028,"FALSE",19
-122.41965834371,37.7642205603745,"FALSE",16
-122.408518394535,37.773760403167,"FALSE",12
-122.435637436721,37.7681694346175,"FALSE",16
-122.417392830334,37.7909741243591,"TRUE",23
-122.409568894002,37.7301233397542,"FALSE",15
-122.403404791479,37.775420706711,"TRUE",0
-122.397089183868,37.7535987880327,"FALSE",10
-122.37235173417,37.7271992902821,"TRUE",13
-122.449192056455,37.7677915121484,"FALSE",2
-122.408622974328,37.7976265594379,"TRUE",15
-122.440720545257,37.7667916111324,"FALSE",22
-122.450709919118,37.7695262270744,"TRUE",16
-122.418585490307,37.7805258927647,"FALSE",22
-122.431268066985,37.7719465066457,"TRUE",20
-122.413609602048,37.8056188797632,"TRUE",15
-122.403404791479,37.775420706711,"TRUE",20
-122.434099467089,37.7859245785653,"TRUE",16
-122.421886357989,37.7649178909469,"FALSE",19
-122.397480899382,37.7188354421048,"FALSE",19
-122.41785573449,37.7973813930523,"FALSE",21
-122.41799760821,37.7769551138436,"TRUE",16
-122.406842913454,37.7980587205991,"FALSE",2
-122.416413527535,37.7539671219476,"FALSE",15
-122.399304984796,37.7611250990615,"TRUE",18
-122.396315619126,37.7478113603031,"FALSE",14
-122.418887293065,37.7576217212029,"TRUE",13
-122.489292436535,37.7761365492304,"FALSE",20
-122.401588379991,37.7910139283214,"TRUE",18
-122.41420144235,37.7876109394648,"FALSE",23
-122.426955631709,37.769247063207,"TRUE",1
-122.429788986988,37.7666521474762,"TRUE",19
-122.408403859899,37.7882933915158,"TRUE",21
-122.422201579793,37.7681403836513,"FALSE",4
-122.435150099812,37.7617597243598,"FALSE",11
-122.451288061231,37.7693967099165,"TRUE",16
-122.466986826433,37.7593162035066,"FALSE",4
-122.386304220968,37.7349050342849,"FALSE",0
-122.403919148357,37.7871160984672,"TRUE",19
-122.411267315317,37.787203188405,"TRUE",11
-122.409529913278,37.7657184395282,"TRUE",22
-122.399899436982,37.7846480308387,"TRUE",8
-122.498061424054,37.7392408033836,"FALSE",19
-122.421332684633,37.7770902743669,"TRUE",19
-122.392416982366,37.7816553650269,"FALSE",18
-122.444502333693,37.7702619702403,"FALSE",15
-122.408433097286,37.7967039278443,"TRUE",14
-122.413045971966,37.7738617771611,"FALSE",2
-122.409268441444,37.7837998723601,"FALSE",17
-122.387833652325,37.7131072321423,"FALSE",14
-122.409795194505,37.7800356268394,"TRUE",22
-122.432355641362,37.7819065476741,"FALSE",20
-122.425944356826,37.7831367499779,"TRUE",20
-122.442053306095,37.7792422155408,"TRUE",19
-122.413366621307,37.8024274082827,"TRUE",10
-122.483968730344,37.7548286685287,"TRUE",23
-122.457558060156,37.7122525448134,"TRUE",0
-122.415155941062,37.7636979308928,"FALSE",6
-122.407474439624,37.779911669335,"FALSE",22
-122.429906121457,37.7694071836412,"TRUE",22
-122.423285677406,37.7402189478837,"TRUE",22
-122.434865853498,37.7772809749441,"TRUE",3
-122.498113827265,37.7719324282216,"TRUE",3
-122.403304975767,37.7927275994659,"TRUE",11
-122.41126513685,37.7821392681522,"TRUE",4
-122.411778295992,37.7839805592634,"FALSE",22
-122.453035427847,37.7226936689425,"FALSE",15
-122.435637436721,37.7681694346175,"TRUE",6
